
[00:00:00.000 --> 00:00:00.120]  
[00:00:00.120 --> 00:00:00.850]   Good
[00:13:17.080 --> 00:13:17.080]  
[00:13:17.080 --> 00:13:18.640]   opportunities
[00:13:18.640 --> 00:13:19.700]   to
[00:13:19.700 --> 00:13:19.820]   thrive
[00:13:19.820 --> 00:13:20.010]   and
[00:13:20.010 --> 00:13:20.720]   we
[00:13:20.720 --> 00:13:20.990]   want
[00:13:20.990 --> 00:13:22.020]   families
[00:13:22.020 --> 00:13:22.290]   to
[00:13:22.290 --> 00:13:22.800]   grow
[00:13:22.800 --> 00:13:23.220]  .
[00:13:23.220 --> 00:13:23.690]   It
[00:13:23.690 --> 00:13:23.740]  's
[00:13:23.740 --> 00:13:24.120]   why
[00:13:24.120 --> 00:13:24.400]   we
[00:13:24.400 --> 00:13:25.240]   strongly
[00:13:25.240 --> 00:13:25.880]   support
[00:13:25.880 --> 00:13:26.710]   continued
[00:13:26.710 --> 00:13:27.630]   nationwide
[00:13:27.630 --> 00:13:28.270]   access
[00:13:28.270 --> 00:13:28.360]   to
[00:13:28.360 --> 00:13:28.540]   in
[00:13:28.540 --> 00:13:29.000]   vitro
[00:13:29.000 --> 00:13:29.550]   fertil
[00:13:29.550 --> 00:13:30.190]  ization
[00:13:30.190 --> 00:13:30.510]  .
[00:13:30.510 --> 00:13:31.310]   We
[00:13:31.310 --> 00:13:31.410]   want
[00:13:31.410 --> 00:13:31.720]   to
[00:13:31.720 --> 00:13:32.040]   help
[00:13:32.040 --> 00:13:32.730]   loving
[00:13:32.730 --> 00:13:33.200]   moms
[00:13:33.200 --> 00:13:33.530]   and
[00:13:33.530 --> 00:13:33.980]   dads
[00:13:33.980 --> 00:13:34.570]   bring
[00:13:34.570 --> 00:13:35.530]   precious
[00:13:35.530 --> 00:13:36.110]   life
[00:13:36.110 --> 00:13:36.440]   into
[00:13:36.440 --> 00:13:36.870]   this
[00:13:36.870 --> 00:13:37.450]   world
[00:13:37.450 --> 00:13:38.610]  .
[00:13:38.610 --> 00:13:38.920]   Wesley
[00:13:38.920 --> 00:13:39.080]   and
[00:13:39.080 --> 00:13:39.120]   I
[00:13:39.120 --> 00:13:39.400]   believe
[00:13:39.400 --> 00:13:39.930]   there
[00:13:39.930 --> 00:13:40.030]   is
[00:13:40.030 --> 00:13:40.210]   no
[00:13:40.210 --> 00:13:40.850]   greater
[00:13:40.850 --> 00:13:41.580]   blessing
[00:13:41.580 --> 00:13:41.750]   in
[00:13:41.750 --> 00:13:42.330]   life
[00:13:42.330 --> 00:13:42.480]   than
[00:13:42.480 --> 00:13:42.750]   our
[00:13:42.750 --> 00:13:43.480]   children
[00:13:43.480 --> 00:13:44.450]   and
[00:13:44.450 --> 00:13:44.500]   that
[00:13:44.500 --> 00:13:44.710]  's
[00:13:44.710 --> 00:13:45.120]   why
[00:13:45.120 --> 00:13:45.560]   tonight
[00:13:45.560 --> 00:13:45.840]   I
[00:13:45.840 --> 00:13:46.260]  
[00:13:46.260 --> 00:13:46.330]   want
[00:13:46.330 --> 00:13:46.470]   to
[00:13:46.470 --> 00:13:46.880]   make
[00:13:46.880 --> 00:13:46.990]   a
[00:13:46.990 --> 00:13:47.620]   direct
[00:13:47.620 --> 00:13:48.250]   appeal
[00:13:48.250 --> 00:13:48.440]   to
[00:13:48.440 --> 00:13:48.770]   the
[00:13:48.770 --> 00:13:49.500]   parents
[00:13:49.500 --> 00:13:49.810]   out
[00:13:49.810 --> 00:13:50.630]   there
[00:13:50.630 --> 00:13:50.640]   and
[00:13:50.640 --> 00:13:50.850]   in
[00:13:50.850 --> 00:13:51.960]   particular
[00:13:51.960 --> 00:13:52.440]   to
[00:13:52.440 --> 00:13:52.720]   my
[00:13:52.720 --> 00:13:53.270]   fellow
[00:13:53.270 --> 00:13:53.700]   moms
[00:13:53.700 --> 00:13:54.200]  .
[00:13:54.200 --> 00:13:54.480]   Many
[00:13:54.480 --> 00:13:54.700]   of
[00:13:54.700 --> 00:13:55.120]   whom
[00:13:55.120 --> 00:13:55.220]   I
[00:13:55.220 --> 00:13:55.650]   know
[00:13:55.650 --> 00:13:56.150]   will
[00:13:56.150 --> 00:13:56.290]   be
[00:13:56.290 --> 00:13:56.900]   up
[00:13:56.900 --> 00:13:57.320]   tossing
[00:13:57.320 --> 00:13:57.620]   and
[00:13:57.620 --> 00:13:58.090]   turning
[00:13:58.090 --> 00:13:58.240]   at
[00:13:58.240 --> 00:13:58.450]   2
[00:13:58.450 --> 00:13:58.580]   a
[00:13:58.580 --> 00:13:58.750]  .
[00:13:58.750 --> 00:13:58.820]  m
[00:13:58.820 --> 00:13:59.080]  .
[00:13:59.080 --> 00:13:59.900]   wondering
[00:13:59.900 --> 00:14:00.170]   how
[00:14:00.170 --> 00:14:00.470]   you
[00:14:00.470 --> 00:14:00.710]  're
[00:14:00.710 --> 00:14:01.200]   going
[00:14:01.200 --> 00:14:01.410]   to
[00:14:01.410 --> 00:14:01.530]   be
[00:14:01.530 --> 00:14:01.710]   in
[00:14:01.710 --> 00:14:02.170]   three
[00:14:02.170 --> 00:14:02.720]   places
[00:14:02.720 --> 00:14:02.900]   at
[00:14:02.900 --> 00:14:03.490]   once
[00:14:03.490 --> 00:14:03.560]   and
[00:14:03.560 --> 00:14:03.840]   then
[00:14:03.840 --> 00:14:04.440]   somehow
[00:14:04.440 --> 00:14:04.440]  
[00:14:04.440 --> 00:14:05.110]   still
[00:14:05.110 --> 00:14:05.510]   get
[00:14:05.510 --> 00:14:06.310]   dinner
[00:14:06.310 --> 00:14:06.440]   on
[00:14:06.440 --> 00:14:06.990]   the
[00:14:06.990 --> 00:14:07.660]   table
[00:14:07.660 --> 00:14:08.350]  .
[00:14:08.350 --> 00:14:08.730]   First
[00:14:08.730 --> 00:14:08.940]   of
[00:14:08.940 --> 00:14:09.390]   all
[00:14:09.390 --> 00:14:09.870]  ,
[00:14:09.870 --> 00:14:09.940]   we
[00:14:09.940 --> 00:14:10.470]   see
[00:14:10.470 --> 00:14:10.740]   you
[00:14:10.740 --> 00:14:11.090]  .
[00:14:11.090 --> 00:14:12.080]   We
[00:14:12.080 --> 00:14:13.250]   hear
[00:14:13.250 --> 00:14:14.220]   you
[00:14:14.220 --> 00:14:14.770]   and
[00:14:14.770 --> 00:14:15.280]   we
[00:14:15.280 --> 00:14:16.320]   stand
[00:14:16.320 --> 00:14:17.210]   with
[00:14:17.210 --> 00:14:17.520]   you
[00:14:17.520 --> 00:14:18.000]  .
[00:14:18.000 --> 00:14:18.200]   I
[00:14:18.200 --> 00:14:19.290]   know
[00:14:19.290 --> 00:14:19.400]   you
[00:14:19.400 --> 00:14:20.890]  're
[00:14:20.890 --> 00:14:21.630]   frustrated
[00:14:21.630 --> 00:14:22.130]  .
[00:14:22.130 --> 00:14:23.320]   I
[00:14:23.320 --> 00:14:23.560]   know
[00:14:23.560 --> 00:14:23.650]   you
[00:14:23.650 --> 00:14:23.740]  're
[00:14:23.740 --> 00:14:24.000]   probably
[00:14:24.000 --> 00:14:24.740]   disgusted
[00:14:24.740 --> 00:14:24.900]   by
[00:14:24.900 --> 00:14:25.240]   most
[00:14:25.240 --> 00:14:25.440]   of
[00:14:25.440 --> 00:14:25.650]   what
[00:14:25.650 --> 00:14:25.810]   you
[00:14:25.810 --> 00:14:25.950]   see
[00:14:25.950 --> 00:14:26.210]   going
[00:14:26.210 --> 00:14:26.310]   on
[00:14:26.310 --> 00:14:26.410]   in
[00:14:26.410 --> 00:14:26.930]   Washington
[00:14:26.930 --> 00:14:27.080]   and
[00:14:27.080 --> 00:14:27.130]   I
[00:14:27.130 --> 00:14:27.350]  'll
[00:14:27.350 --> 00:14:27.380]   be
[00:14:27.380 --> 00:14:27.690]   really
[00:14:27.690 --> 00:14:28.000]   honest
[00:14:28.000 --> 00:14:28.210]   with
[00:14:28.210 --> 00:14:28.440]   you
[00:14:28.440 --> 00:14:28.490]  .
[00:14:28.490 --> 00:14:29.240]   You
[00:14:29.240 --> 00:14:29.280]  're
[00:14:29.280 --> 00:14:29.460]   not
[00:14:29.460 --> 00:14:29.760]   wrong
[00:14:29.760 --> 00:14:29.940]   for
[00:14:29.940 --> 00:14:30.350]   feeling
[00:14:30.350 --> 00:14:30.590]   that
[00:14:30.590 --> 00:14:30.620]   way
[00:14:30.620 --> 00:14:30.960]  .
[00:14:30.960 --> 00:14:31.320]   Look
[00:14:31.320 --> 00:14:31.330]  ,
[00:14:31.330 --> 00:14:31.380]   I
[00:14:31.380 --> 00:14:31.560]   get
[00:14:31.560 --> 00:14:31.680]   it
[00:14:31.680 --> 00:14:31.900]  .
[00:14:31.900 --> 00:14:32.370]   The
[00:14:32.370 --> 00:14:32.560]   task
[00:14:32.560 --> 00:14:32.740]   in
[00:14:32.740 --> 00:14:33.260]   front
[00:14:33.260 --> 00:14:33.380]   of
[00:14:33.380 --> 00:14:33.600]   us
[00:14:33.600 --> 00:14:33.910]   isn
[00:14:33.910 --> 00:14:34.120]  't
[00:14:34.120 --> 00:14:34.240]   an
[00:14:34.240 --> 00:14:34.240]  
[00:14:34.240 --> 00:14:34.540]   easy
[00:14:34.540 --> 00:14:34.760]   one
[00:14:34.760 --> 00:14:34.980]   but
[00:14:34.980 --> 00:14:35.080]   I
[00:14:35.080 --> 00:14:35.270]   can
[00:14:35.270 --> 00:14:35.790]   promise
[00:14:35.790 --> 00:14:36.010]   you
[00:14:36.010 --> 00:14:36.230]   one
[00:14:36.230 --> 00:14:36.600]   thing
[00:14:36.600 --> 00:14:36.840]  .
[00:14:36.840 --> 00:14:37.430]   It
[00:14:37.430 --> 00:14:37.710]   is
[00:14:37.710 --> 00:14:38.790]   worth
[00:14:38.790 --> 00:14:39.210]   it
[00:14:39.210 --> 00:14:39.540]  .
[00:14:39.540 --> 00:14:40.310]   So
[00:14:40.310 --> 00:14:40.380]   I
[00:14:40.380 --> 00:14:40.600]   am
[00:14:40.600 --> 00:14:41.480]   asking
[00:14:41.480 --> 00:14:41.600]   you
[00:14:41.600 --> 00:14:41.840]   for
[00:14:41.840 --> 00:14:42.190]   the
[00:14:42.190 --> 00:14:42.470]   sake
[00:14:42.470 --> 00:14:42.680]   of
[00:14:42.680 --> 00:14:43.050]   your
[00:14:43.050 --> 00:14:43.340]   kids
[00:14:43.340 --> 00:14:43.840]   and
[00:14:43.840 --> 00:14:44.000]   your
[00:14:44.000 --> 00:14:44.450]   grand
[00:14:44.450 --> 00:14:44.810]  kids
[00:14:44.810 --> 00:14:45.640]  .
[00:14:45.640 --> 00:14:45.750]   Get
[00:14:45.750 --> 00:14:46.520]   into
[00:14:46.520 --> 00:14:47.240]   the
[00:14:47.240 --> 00:14:47.960]   arena
[00:14:47.960 --> 00:14:49.360]  .
[00:14:49.360 --> 00:14:49.800]   Every
[00:14:49.800 --> 00:14:50.800]   generation
[00:14:50.800 --> 00:14:51.100]   has
[00:14:51.100 --> 00:14:51.500]   been
[00:14:51.500 --> 00:14:52.100]   called
[00:14:52.100 --> 00:14:52.300]   to
[00:14:52.300 --> 00:14:52.500]   do
[00:14:52.500 --> 00:14:52.980]   hard
[00:14:52.980 --> 00:14:53.500]   things
[00:14:53.500 --> 00:14:54.260]  .
[00:14:54.260 --> 00:14:54.750]   American
[00:14:54.750 --> 00:14:55.740]   greatness
[00:14:55.740 --> 00:14:56.340]   rests
[00:14:56.340 --> 00:14:56.610]   in
[00:14:56.610 --> 00:14:56.800]   the
[00:14:56.800 --> 00:14:56.800]  
[00:14:56.800 --> 00:14:57.520]   fact
[00:14:57.520 --> 00:14:58.180]   that
[00:14:58.180 --> 00:14:58.980]   we
[00:14:58.980 --> 00:14:59.550]   always
[00:14:59.550 --> 00:15:00.600]   answer
[00:15:00.600 --> 00:15:01.410]   that
[00:15:01.410 --> 00:15:01.770]   call
[00:15:01.770 --> 00:15:02.630]  .
[00:15:02.630 --> 00:15:02.890]   It
[00:15:02.890 --> 00:15:03.180]  's
[00:15:03.180 --> 00:15:03.700]   who
[00:15:03.700 --> 00:15:04.040]   we
[00:15:04.040 --> 00:15:04.450]   are
[00:15:04.450 --> 00:15:05.930]  .
[00:15:05.930 --> 00:15:06.080]   Never
[00:15:06.080 --> 00:15:07.110]   forget
[00:15:07.110 --> 00:15:07.950]   we
[00:15:07.950 --> 00:15:08.320]   are
[00:15:08.320 --> 00:15:08.730]   steep
[00:15:08.730 --> 00:15:08.880]  ed
[00:15:08.880 --> 00:15:09.080]   in
[00:15:09.080 --> 00:15:09.570]   the
[00:15:09.570 --> 00:15:09.950]   blood
[00:15:09.950 --> 00:15:10.160]   of
[00:15:10.160 --> 00:15:10.700]   patri
[00:15:10.700 --> 00:15:11.020]  ots
[00:15:11.020 --> 00:15:11.770]   who
[00:15:11.770 --> 00:15:11.990]   overth
[00:15:11.990 --> 00:15:12.310]  rew
[00:15:12.310 --> 00:15:12.630]   the
[00:15:12.630 --> 00:15:13.130]   most
[00:15:13.130 --> 00:15:14.240]   powerful
[00:15:14.240 --> 00:15:14.960]   empire
[00:15:14.960 --> 00:15:15.280]   in
[00:15:15.280 --> 00:15:15.520]   the
[00:15:15.520 --> 00:15:16.550]   world
[00:15:16.550 --> 00:15:17.540]  .
[00:15:17.540 --> 00:15:17.680]   We
[00:15:17.680 --> 00:15:18.070]   walk
[00:15:18.070 --> 00:15:18.240]   in
[00:15:18.240 --> 00:15:18.650]   the
[00:15:18.650 --> 00:15:19.440]   footsteps
[00:15:19.440 --> 00:15:19.620]   of
[00:15:19.620 --> 00:15:20.400]   pioneers
[00:15:20.400 --> 00:15:20.700]   who
[00:15:20.700 --> 00:15:20.790]   t
[00:15:20.790 --> 00:15:21.240]  amed
[00:15:21.240 --> 00:15:21.680]   the
[00:15:21.680 --> 00:15:22.250]   wild
[00:15:22.250 --> 00:15:22.720]  .
[00:15:22.720 --> 00:15:22.960]   We
[00:15:22.960 --> 00:15:23.510]   now
[00:15:23.510 --> 00:15:24.000]   carry
[00:15:24.000 --> 00:15:24.880]   forward
[00:15:24.880 --> 00:15:25.080]   the
[00:15:25.080 --> 00:15:25.130]  
[00:15:25.130 --> 00:15:25.460]   same
[00:15:25.460 --> 00:15:25.940]   flame
[00:15:25.940 --> 00:15:26.130]   of
[00:15:26.130 --> 00:15:26.800]   freedom
[00:15:26.800 --> 00:15:27.120]   as
[00:15:27.120 --> 00:15:27.270]   the
[00:15:27.270 --> 00:15:27.750]   liber
[00:15:27.750 --> 00:15:28.230]  ators
[00:15:28.230 --> 00:15:28.480]   of
[00:15:28.480 --> 00:15:28.600]   an
[00:15:28.600 --> 00:15:29.280]   oppressed
[00:15:29.280 --> 00:15:30.030]   Europe
[00:15:30.030 --> 00:15:30.770]  .
[00:15:30.770 --> 00:15:30.840]   We
[00:15:30.840 --> 00:15:31.630]   continue
[00:15:31.630 --> 00:15:31.840]   to
[00:15:31.840 --> 00:15:32.300]   draw
[00:15:32.300 --> 00:15:33.440]   courage
[00:15:33.440 --> 00:15:33.600]   from
[00:15:33.600 --> 00:15:34.180]   those
[00:15:34.180 --> 00:15:34.690]   who
[00:15:34.690 --> 00:15:35.000]   bent
[00:15:35.000 --> 00:15:35.340]   the
[00:15:35.340 --> 00:15:36.150]   moral
[00:15:36.150 --> 00:15:36.290]   arc
[00:15:36.290 --> 00:15:36.510]   of
[00:15:36.510 --> 00:15:36.840]   the
[00:15:36.840 --> 00:15:37.780]   universe
[00:15:37.780 --> 00:15:38.350]   and
[00:15:38.350 --> 00:15:38.680]   when
[00:15:38.680 --> 00:15:38.840]   we
[00:15:38.840 --> 00:15:39.300]   gaze
[00:15:39.300 --> 00:15:39.760]   upon
[00:15:39.760 --> 00:15:40.100]   the
[00:15:40.100 --> 00:15:41.060]   heavens
[00:15:41.060 --> 00:15:41.160]  ,
[00:15:41.160 --> 00:15:41.680]   never
[00:15:41.680 --> 00:15:42.760]   forget
[00:15:42.760 --> 00:15:42.840]   that
[00:15:42.840 --> 00:15:43.220]   our
[00:15:43.220 --> 00:15:43.560]   DNA
[00:15:43.560 --> 00:15:44.400]   contains
[00:15:44.400 --> 00:15:44.790]   the
[00:15:44.790 --> 00:15:45.150]   same
[00:15:45.150 --> 00:15:46.110]   ingenuity
[00:15:46.110 --> 00:15:46.600]   that
[00:15:46.600 --> 00:15:46.600]  
[00:15:46.600 --> 00:15:47.100]   put
[00:15:47.100 --> 00:15:47.590]   man
[00:15:47.590 --> 00:15:47.930]   on
[00:15:47.930 --> 00:15:48.430]   the
[00:15:48.430 --> 00:15:49.080]   moon
[00:15:49.080 --> 00:15:50.320]  .
[00:15:50.320 --> 00:15:50.740]   America
[00:15:50.740 --> 00:15:51.250]   has
[00:15:51.250 --> 00:15:51.900]   been
[00:15:51.900 --> 00:15:52.900]   tested
[00:15:52.900 --> 00:15:54.040]   before
[00:15:54.040 --> 00:15:54.540]   and
[00:15:54.540 --> 00:15:55.050]   every
[00:15:55.050 --> 00:15:55.780]   single
[00:15:55.780 --> 00:15:56.280]   time
[00:15:56.280 --> 00:15:57.160]   we
[00:15:57.160 --> 00:15:57.240]  've
[00:15:57.240 --> 00:15:58.210]   emerged
[00:15:58.210 --> 00:15:58.360]   un
[00:15:58.360 --> 00:15:58.980]  bound
[00:15:58.980 --> 00:15:59.390]   and
[00:15:59.390 --> 00:15:59.620]   un
[00:15:59.620 --> 00:16:00.340]  broken
[00:16:00.340 --> 00:16:00.580]  .
[00:16:00.580 --> 00:16:01.670]   Our
[00:16:01.670 --> 00:16:01.950]   history
[00:16:01.950 --> 00:16:02.310]   has
[00:16:02.310 --> 00:16:02.810]   been
[00:16:02.810 --> 00:16:03.680]   written
[00:16:03.680 --> 00:16:04.310]   with
[00:16:04.310 --> 00:16:04.600]   the
[00:16:04.600 --> 00:16:05.000]   grit
[00:16:05.000 --> 00:16:05.540]   of
[00:16:05.540 --> 00:16:06.040]   men
[00:16:06.040 --> 00:16:06.420]   and
[00:16:06.420 --> 00:16:07.150]   women
[00:16:07.150 --> 00:16:07.430]   who
[00:16:07.430 --> 00:16:07.810]   got
[00:16:07.810 --> 00:16:08.700]   knocked
[00:16:08.700 --> 00:16:09.070]   down
[00:16:09.070 --> 00:16:09.590]   but
[00:16:09.590 --> 00:16:10.350]   we
[00:16:10.350 --> 00:16:10.450]   know
[00:16:10.450 --> 00:16:10.980]   their
[00:16:10.980 --> 00:16:11.900]   stories
[00:16:11.900 --> 00:16:12.650]   because
[00:16:12.650 --> 00:16:13.080]   they
[00:16:13.080 --> 00:16:13.480]   did
[00:16:13.480 --> 00:16:13.720]   not
[00:16:13.720 --> 00:16:13.720]  
[00:16:13.720 --> 00:16:14.390]   stay
[00:16:14.390 --> 00:16:15.040]   down
[00:16:15.040 --> 00:16:15.840]  .
[00:16:15.840 --> 00:16:15.890]   We
[00:16:15.890 --> 00:16:16.390]   are
[00:16:16.390 --> 00:16:17.050]   here
[00:16:17.050 --> 00:16:18.290]   because
[00:16:18.290 --> 00:16:19.170]   they
[00:16:19.170 --> 00:16:19.730]   stood
[00:16:19.730 --> 00:16:20.440]   back
[00:16:20.440 --> 00:16:22.590]   up
[00:16:22.590 --> 00:16:23.000]  .
[00:16:23.000 --> 00:16:23.380]   So
[00:16:23.380 --> 00:16:23.640]   now
[00:16:23.640 --> 00:16:23.900]   it
[00:16:23.900 --> 00:16:24.160]  's
[00:16:24.160 --> 00:16:24.540]   our
[00:16:24.540 --> 00:16:25.050]   turn
[00:16:25.050 --> 00:16:25.820]  ,
[00:16:25.820 --> 00:16:25.880]   our
[00:16:25.880 --> 00:16:26.430]   moment
[00:16:26.430 --> 00:16:26.610]   to
[00:16:26.610 --> 00:16:27.070]   stand
[00:16:27.070 --> 00:16:27.250]   up
[00:16:27.250 --> 00:16:27.650]   and
[00:16:27.650 --> 00:16:27.970]   prove
[00:16:27.970 --> 00:16:28.840]   ourselves
[00:16:28.840 --> 00:16:29.350]   worthy
[00:16:29.350 --> 00:16:29.530]   of
[00:16:29.530 --> 00:16:30.530]   protecting
[00:16:30.530 --> 00:16:30.760]   the
[00:16:30.760 --> 00:16:31.320]   American
[00:16:31.320 --> 00:16:32.120]   dream
[00:16:32.120 --> 00:16:32.280]  .
[00:16:32.280 --> 00:16:33.400]   Together
[00:16:33.400 --> 00:16:34.050]   we
[00:16:34.050 --> 00:16:34.070]   can
[00:16:34.070 --> 00:16:34.400]   re
[00:16:34.400 --> 00:16:34.610]  aw
[00:16:34.610 --> 00:16:35.150]  aken
[00:16:35.150 --> 00:16:35.680]   the
[00:16:35.680 --> 00:16:36.390]   heroic
[00:16:36.390 --> 00:16:37.270]   spirit
[00:16:37.270 --> 00:16:37.620]   of
[00:16:37.620 --> 00:16:37.630]   a
[00:16:37.630 --> 00:16:38.200]   great
[00:16:38.200 --> 00:16:39.550]   nation
[00:16:39.550 --> 00:16:40.260]  .
[00:16:40.260 --> 00:16:40.440]   Because
[00:16:40.440 --> 00:16:41.470]   America
[00:16:41.470 --> 00:16:42.540]  ,
[00:16:42.540 --> 00:16:42.600]   we
[00:16:42.600 --> 00:16:42.600]  
[00:16:42.600 --> 00:16:42.810]   don
[00:16:42.810 --> 00:16:43.000]  't
[00:16:43.000 --> 00:16:43.230]   just
[00:16:43.230 --> 00:16:43.610]   have
[00:16:43.610 --> 00:16:43.940]   around
[00:16:43.940 --> 00:16:44.150]   the
[00:16:44.150 --> 00:16:44.470]   view
[00:16:44.470 --> 00:16:44.690]   with
[00:16:44.690 --> 00:16:45.020]   destiny
[00:16:45.020 --> 00:16:45.480]  .
[00:16:45.480 --> 00:16:46.030]   We
[00:16:46.030 --> 00:16:46.680]   take
[00:16:46.680 --> 00:16:47.490]   destiny
[00:16:47.490 --> 00:16:47.710]  's
[00:16:47.710 --> 00:16:48.310]   hand
[00:16:48.310 --> 00:16:48.360]   and
[00:16:48.360 --> 00:16:48.600]   we
[00:16:48.600 --> 00:16:49.070]   lead
[00:16:49.070 --> 00:16:49.150]   it
[00:16:49.150 --> 00:16:49.650]  .
[00:16:49.650 --> 00:16:50.450]   Our
[00:16:50.450 --> 00:16:50.710]   future
[00:16:50.710 --> 00:16:51.470]   starts
[00:16:51.470 --> 00:16:52.170]   around
[00:16:52.170 --> 00:16:52.990]   kitchen
[00:16:52.990 --> 00:16:54.170]   tables
[00:16:54.170 --> 00:16:54.940]   just
[00:16:54.940 --> 00:16:55.160]   like
[00:16:55.160 --> 00:16:56.970]   this
[00:16:56.970 --> 00:16:57.160]   with
[00:16:57.160 --> 00:16:57.440]   moms
[00:16:57.440 --> 00:16:57.680]   and
[00:16:57.680 --> 00:16:57.960]   dads
[00:16:57.960 --> 00:16:58.780]   just
[00:16:58.780 --> 00:16:59.600]   like
[00:16:59.600 --> 00:17:00.210]   you
[00:17:00.210 --> 00:17:00.810]   and
[00:17:00.810 --> 00:17:01.710]   you
[00:17:01.710 --> 00:17:02.040]   are
[00:17:02.040 --> 00:17:02.600]   why
[00:17:02.600 --> 00:17:02.990]   I
[00:17:02.990 --> 00:17:04.280]   believe
[00:17:04.280 --> 00:17:05.180]   with
[00:17:05.180 --> 00:17:05.960]   every
[00:17:05.960 --> 00:17:06.840]   fiber
[00:17:06.840 --> 00:17:07.110]   of
[00:17:07.110 --> 00:17:07.280]   my
[00:17:07.280 --> 00:17:09.040]   being
[00:17:09.040 --> 00:17:09.120]   that
[00:17:09.120 --> 00:17:09.640]   despite
[00:17:09.640 --> 00:17:09.640]  
[00:17:09.640 --> 00:17:10.070]   the
[00:17:10.070 --> 00:17:11.230]   current
[00:17:11.230 --> 00:17:11.840]   state
[00:17:11.840 --> 00:17:12.130]   of
[00:17:12.130 --> 00:17:12.530]   our
[00:17:12.530 --> 00:17:13.070]   union
[00:17:13.070 --> 00:17:13.770]  ,
[00:17:13.770 --> 00:17:14.030]   our
[00:17:14.030 --> 00:17:14.610]   best
[00:17:14.610 --> 00:17:15.360]   days
[00:17:15.360 --> 00:17:15.700]   are
[00:17:15.700 --> 00:17:16.390]   still
[00:17:16.390 --> 00:17:17.060]   ahead
[00:17:17.060 --> 00:17:18.010]  .
[00:17:18.010 --> 00:17:18.360]   May
[00:17:18.360 --> 00:17:18.690]   God
[00:17:18.690 --> 00:17:19.230]   bless
[00:17:19.230 --> 00:17:19.720]   you
[00:17:19.720 --> 00:17:20.360]   and
[00:17:20.360 --> 00:17:20.820]   may
[00:17:20.820 --> 00:17:21.250]   God
[00:17:21.250 --> 00:17:22.630]   continue
[00:17:22.630 --> 00:17:23.140]   to
[00:17:23.140 --> 00:17:23.930]   bless
[00:17:23.930 --> 00:17:24.740]   these
[00:17:24.740 --> 00:17:25.670]   United
[00:17:25.670 --> 00:17:26.680]   States
[00:17:26.680 --> 00:17:27.030]   of
[00:17:27.030 --> 00:17:28.270]   America
[00:17:28.270 --> 00:17:28.280]  .
[00:17:28.280 --> 00:17:28.280]  
[00:17:28.280 --> 00:17:28.560]   (
[00:17:28.560 --> 00:17:28.830]  b
[00:17:28.830 --> 00:17:29.660]  uzz
[00:17:29.660 --> 00:17:30.210]  er
[00:17:30.210 --> 00:17:30.520]  )
[00:17:30.520 --> 00:17:30.520]  
[00:17:30.520 --> 00:17:30.800]   [
[00:17:30.800 --> 00:17:31.080]   P
[00:17:31.080 --> 00:17:32.210]  ause
[00:17:32.210 --> 00:17:32.520]   ]

